Fecha,Ciudad,Temperatura Maxima,Temperatura Minima,Precipitacion,Velocidad del Viento,Humedad Relativa
6/4/2023,Buenos Aires,24,13,0.0,21.7,56.9
6/4/2023,Cordoba,24,9,98.0,24.3,73.2
6/4/2023,Rosario,18,10,0.0,18.2,81.7
6/4/2023,Mendoza,21,10,39.7,17.3,49.9
6/4/2023,Tucuman,15,12,0.0,27.4,53.8
7/4/2023,Buenos Aires,12,11,0.0,12.0,77.0
7/4/2023,Cordoba,13,9,0.0,27.3,47.1
7/4/2023,Rosario,12,10,0.0,23.1,52.4
7/4/2023,Mendoza,24,13,0.0,33.7,68.9
7/4/2023,Tucuman,14,11,0.0,24.2,55.7
8/4/2023,Buenos Aires,17,11,0.0,14.0,31.5
8/4/2023,Cordoba,14,12,0.0,39.0,86.1
8/4/2023,Rosario,23,11,0.0,26.9,49.1
8/4/2023,Mendoza,12,9,59.4,11.3,48.1
8/4/2023,Tucuman,20,13,0.0,32.8,59.6
9/4/2023,Buenos Aires,23,12,0.0,34.1,87.5
9/4/2023,Cordoba,22,13,0.0,38.8,38.2
9/4/2023,Rosario,19,9,0.0,36.0,50.3
9/4/2023,Mendoza,23,11,28.6,25.3,66.5
9/4/2023,Tucuman,22,9,6.7,14.0,81.0
10/4/2023,Buenos Aires,17,9,0.0,12.8,46.8
10/4/2023,Cordoba,23,11,54.3,26.2,31.5
10/4/2023,Rosario,15,11,0.0,25.1,31.5
10/4/2023,Mendoza,14,10,0.0,18.6,82.8
10/4/2023,Tucuman,15,13,0.0,34.4,71.8
11/4/2023,Buenos Aires,16,9,93.4,34.5,40.0
11/4/2023,Cordoba,13,10,0.0,13.4,66.2
11/4/2023,Rosario,12,9,0.0,25.0,87.8
11/4/2023,Mendoza,13,11,0.0,30.9,68.0
11/4/2023,Tucuman,14,11,0.0,34.3,84.3
12/4/2023,Buenos Aires,16,9,0.0,14.5,66.1
12/4/2023,Cordoba,12,11,0.0,27.3,49.8
12/4/2023,Rosario,22,9,0.0,24.3,56.8
12/4/2023,Mendoza,12,9,0.0,32.0,86.2
12/4/2023,Tucuman,16,11,0.0,22.4,51.6
13/4/2023,Buenos Aires,15,9,0.0,33.5,66.6
13/4/2023,Cordoba,24,13,0.0,12.7,63.0
13/4/2023,Rosario,22,12,0.0,11.2,52.9
13/4/2023,Mendoza,17,13,0.0,35.2,44.9
13/4/2023,Tucuman,16,11,0.0,37.7,59.6
14/4/2023,Buenos Aires,20,12,79.8,34.1,46.5
14/4/2023,Cordoba,12,9,0.0,16.4,77.8
14/4/2023,Rosario,21,11,0.0,27.1,66.7
14/4/2023,Mendoza,24,12,0.0,17.2,82.3
14/4/2023,Tucuman,17,11,0.0,34.8,46.4
15/4/2023,Buenos Aires,24,11,0.0,27.0,42.1
15/4/2023,Cordoba,21,12,0.0,14.9,52.8
15/4/2023,Rosario,23,10,0.0,30.1,83.4
15/4/2023,Mendoza,22,9,0.0,14.9,41.7
15/4/2023,Tucuman,14,9,38.2,35.8,66.3
16/4/2023,Buenos Aires,17,10,0.0,17.3,40.7
16/4/2023,Cordoba,18,12,74.6,29.4,38.5
16/4/2023,Rosario,22,12,0.0,35.1,83.6
16/4/2023,Mendoza,17,9,0.0,27.9,40.4
16/4/2023,Tucuman,24,12,0.0,23.0,44.6
17/4/2023,Buenos Aires,14,13,0.0,31.5,65.1
17/4/2023,Cordoba,17,9,0.0,20.6,44.4
17/4/2023,Rosario,12,9,0.0,38.5,68.0
17/4/2023,Mendoza,18,12,0.0,33.9,69.1
17/4/2023,Tucuman,13,10,0.0,27.4,46.5
18/4/2023,Buenos Aires,16,13,0.0,22.5,62.6
18/4/2023,Cordoba,13,11,0.0,11.1,55.2
18/4/2023,Rosario,18,9,20.7,15.0,52.5
18/4/2023,Mendoza,17,11,0.0,33.6,84.7
18/4/2023,Tucuman,12,10,0.0,26.5,78.8
19/4/2023,Buenos Aires,17,10,116.1,32.4,39.3
19/4/2023,Cordoba,19,10,0.0,32.6,30.4
19/4/2023,Rosario,16,9,0.0,18.8,49.0
19/4/2023,Mendoza,23,9,0.0,39.1,89.2
19/4/2023,Tucuman,20,10,0.0,38.3,87.7
20/4/2023,Buenos Aires,22,9,59.3,28.8,76.5
20/4/2023,Cordoba,16,10,0.0,10.1,36.0
20/4/2023,Rosario,12,11,0.0,37.6,64.0
20/4/2023,Mendoza,18,9,0.0,18.6,78.8
20/4/2023,Tucuman,19,9,35.3,20.5,69.1
21/4/2023,Buenos Aires,16,12,60.1,28.6,42.5
21/4/2023,Cordoba,19,10,0.0,30.5,39.6
21/4/2023,Rosario,21,12,0.0,24.5,40.0
21/4/2023,Mendoza,19,9,0.0,36.6,68.1
21/4/2023,Tucuman,21,13,0.0,30.7,59.7
22/4/2023,Buenos Aires,18,13,0.0,18.0,67.6
22/4/2023,Cordoba,17,10,0.0,39.0,53.4
22/4/2023,Rosario,17,12,58.8,39.6,47.8
22/4/2023,Mendoza,13,9,0.0,38.1,31.8
22/4/2023,Tucuman,20,9,0.0,19.2,48.3
23/4/2023,Buenos Aires,18,13,67.5,31.9,50.2
23/4/2023,Cordoba,24,12,0.0,12.3,83.7
23/4/2023,Rosario,22,9,0.0,29.5,63.3
23/4/2023,Mendoza,13,11,65.5,34.3,72.9
23/4/2023,Tucuman,15,9,0.0,35.8,66.4
24/4/2023,Buenos Aires,18,13,0.0,12.7,76.9
24/4/2023,Cordoba,13,10,0.0,24.9,88.6
24/4/2023,Rosario,12,9,0.0,23.1,55.1
24/4/2023,Mendoza,23,13,103.2,32.4,31.4
24/4/2023,Tucuman,15,10,56.9,21.5,47.3
25/4/2023,Buenos Aires,23,11,88.6,15.5,37.5
25/4/2023,Cordoba,12,11,0.0,20.4,61.0
25/4/2023,Rosario,15,11,0.0,35.9,41.0
25/4/2023,Mendoza,19,11,0.0,18.6,41.2
25/4/2023,Tucuman,19,12,0.0,19.6,30.2
26/4/2023,Buenos Aires,18,12,0.0,35.0,41.2
26/4/2023,Cordoba,17,9,0.0,25.1,54.4
26/4/2023,Rosario,20,12,0.0,25.8,79.5
26/4/2023,Mendoza,15,10,0.0,37.7,45.5
26/4/2023,Tucuman,16,11,0.0,22.8,30.8
27/4/2023,Buenos Aires,24,11,0.0,38.1,76.4
27/4/2023,Cordoba,24,11,0.0,31.6,79.6
27/4/2023,Rosario,12,9,0.0,23.9,42.0
27/4/2023,Mendoza,24,13,0.0,39.1,32.8
27/4/2023,Tucuman,19,11,0.0,32.9,59.2
28/4/2023,Buenos Aires,18,11,0.0,14.6,71.1
28/4/2023,Cordoba,17,13,0.0,27.0,37.2
28/4/2023,Rosario,20,12,0.0,20.1,57.5
28/4/2023,Mendoza,20,9,0.0,15.8,81.1
28/4/2023,Tucuman,24,10,0.0,16.8,73.6
29/4/2023,Buenos Aires,14,9,0.0,14.2,38.1
29/4/2023,Cordoba,14,12,0.0,19.7,50.4
29/4/2023,Rosario,16,10,0.0,37.4,66.8
29/4/2023,Mendoza,24,10,0.0,34.8,76.9
29/4/2023,Tucuman,18,13,83.7,17.5,87.5
30/4/2023,Buenos Aires,20,9,0.0,13.0,79.4
30/4/2023,Cordoba,21,9,0.0,36.3,39.8
30/4/2023,Rosario,19,9,0.0,29.4,31.0
30/4/2023,Mendoza,17,10,0.0,28.3,44.4
30/4/2023,Tucuman,13,12,13.9,39.2,56.7
1/5/2023,Buenos Aires,12,9,0.0,23.9,54.6
1/5/2023,Cordoba,14,12,0.0,31.4,35.6
1/5/2023,Rosario,22,9,0.0,25.1,31.1
1/5/2023,Mendoza,18,9,0.0,18.1,36.4
1/5/2023,Tucuman,20,10,0.0,31.9,69.3
2/5/2023,Buenos Aires,13,10,0.0,27.3,42.8
2/5/2023,Cordoba,24,11,0.0,23.1,35.8
2/5/2023,Rosario,19,10,116.8,14.9,50.7
2/5/2023,Mendoza,17,10,0.0,12.1,50.5
2/5/2023,Tucuman,21,13,0.0,12.9,54.3
3/5/2023,Buenos Aires,20,9,0.0,28.8,60.3
3/5/2023,Cordoba,14,12,0.0,33.4,88.5
3/5/2023,Rosario,17,9,0.2,29.4,76.2
3/5/2023,Mendoza,12,9,0.0,21.3,35.1
3/5/2023,Tucuman,14,10,0.0,37.9,79.4
4/5/2023,Buenos Aires,17,12,114.0,21.2,57.6
4/5/2023,Cordoba,24,9,50.6,27.3,32.6
4/5/2023,Rosario,22,11,0.0,30.2,66.3
4/5/2023,Mendoza,21,12,0.0,21.1,58.5
4/5/2023,Tucuman,23,10,0.0,19.8,53.4
5/5/2023,Buenos Aires,20,9,0.0,20.5,38.7
5/5/2023,Cordoba,18,11,0.0,15.4,33.5
5/5/2023,Rosario,18,9,0.0,10.2,77.6
5/5/2023,Mendoza,15,10,0.0,10.6,79.0
5/5/2023,Tucuman,15,9,0.0,37.9,65.7
6/5/2023,Buenos Aires,21,9,99.6,21.9,84.2
6/5/2023,Cordoba,13,10,119.5,16.9,80.2
6/5/2023,Rosario,21,11,102.0,27.2,47.6
6/5/2023,Mendoza,14,13,0.0,15.1,62.2
6/5/2023,Tucuman,18,10,0.0,26.1,42.0
7/5/2023,Buenos Aires,16,13,0.0,28.9,46.3
7/5/2023,Cordoba,20,11,0.0,35.8,78.3
7/5/2023,Rosario,23,10,0.0,23.7,80.1
7/5/2023,Mendoza,18,9,27.2,20.0,39.6
7/5/2023,Tucuman,20,13,0.0,11.4,89.7
8/5/2023,Buenos Aires,16,10,0.0,15.2,43.2
8/5/2023,Cordoba,22,11,0.0,11.6,72.3
8/5/2023,Rosario,16,11,0.0,15.8,55.2
8/5/2023,Mendoza,17,10,0.0,22.5,36.3
8/5/2023,Tucuman,16,13,0.0,38.4,47.8
9/5/2023,Buenos Aires,14,11,105.4,33.2,33.4
9/5/2023,Cordoba,16,11,0.0,16.3,60.0
9/5/2023,Rosario,17,12,0.0,10.0,82.8
9/5/2023,Mendoza,24,11,0.0,18.9,34.9
9/5/2023,Tucuman,12,10,0.0,32.7,39.5
10/5/2023,Buenos Aires,22,9,0.0,32.5,78.7
10/5/2023,Cordoba,23,12,0.0,28.7,59.8
10/5/2023,Rosario,13,9,0.0,28.4,57.0
10/5/2023,Mendoza,18,9,0.0,35.5,65.8
10/5/2023,Tucuman,15,13,0.0,35.3,46.8
11/5/2023,Buenos Aires,12,11,0.0,19.9,49.7
11/5/2023,Cordoba,23,11,0.0,19.7,70.2
11/5/2023,Rosario,21,10,0.0,29.0,37.8
11/5/2023,Mendoza,16,13,0.0,15.6,39.1
11/5/2023,Tucuman,13,12,0.0,13.4,36.5
12/5/2023,Buenos Aires,17,10,0.0,34.9,52.6
12/5/2023,Cordoba,19,10,0.0,39.6,81.4
12/5/2023,Rosario,24,11,0.0,11.0,32.3
12/5/2023,Mendoza,17,11,49.7,18.5,59.4
12/5/2023,Tucuman,23,10,0.0,26.2,38.5
13/5/2023,Buenos Aires,14,12,0.0,13.1,76.3
13/5/2023,Cordoba,21,10,4.5,18.2,87.1
13/5/2023,Rosario,21,11,10.9,32.0,61.1
13/5/2023,Mendoza,19,12,0.0,26.7,34.6
13/5/2023,Tucuman,17,10,0.0,21.3,33.7
14/5/2023,Buenos Aires,12,11,0.0,13.6,51.0
14/5/2023,Cordoba,22,10,0.0,18.8,64.0
14/5/2023,Rosario,24,13,0.0,13.4,63.7
14/5/2023,Mendoza,24,11,0.0,38.4,81.9
14/5/2023,Tucuman,15,10,25.2,36.0,44.9
15/5/2023,Buenos Aires,17,12,0.0,26.8,46.1
15/5/2023,Cordoba,19,11,0.0,28.2,50.5
15/5/2023,Rosario,19,9,0.0,25.2,44.1
15/5/2023,Mendoza,23,12,0.0,18.0,30.8
15/5/2023,Tucuman,19,9,29.0,14.9,45.2
16/5/2023,Buenos Aires,24,12,0.0,11.5,83.4
16/5/2023,Cordoba,15,9,95.8,24.8,64.1
16/5/2023,Rosario,20,12,0.0,22.2,84.2
16/5/2023,Mendoza,19,11,0.0,28.2,71.9
16/5/2023,Tucuman,22,12,0.0,12.8,63.6
17/5/2023,Buenos Aires,15,12,0.0,10.3,38.6
17/5/2023,Cordoba,18,10,0.0,34.6,55.9
17/5/2023,Rosario,14,11,0.0,19.5,68.6
17/5/2023,Mendoza,24,9,0.0,33.7,30.6
17/5/2023,Tucuman,24,9,72.5,16.9,59.7
18/5/2023,Buenos Aires,16,13,18.3,30.8,74.2
18/5/2023,Cordoba,21,10,0.0,31.5,53.5
18/5/2023,Rosario,23,9,0.0,31.3,86.6
18/5/2023,Mendoza,17,11,0.0,35.6,84.6
18/5/2023,Tucuman,23,13,0.0,36.4,49.1
19/5/2023,Buenos Aires,16,12,1.8,27.2,54.8
19/5/2023,Cordoba,12,9,0.0,24.6,84.0
19/5/2023,Rosario,13,10,0.0,27.1,45.8
19/5/2023,Mendoza,16,9,0.0,20.0,60.6
19/5/2023,Tucuman,16,12,0.0,17.0,81.5
20/5/2023,Buenos Aires,16,12,0.0,27.0,67.4
20/5/2023,Cordoba,12,9,34.1,31.5,57.0
20/5/2023,Rosario,20,9,0.0,25.7,45.8
20/5/2023,Mendoza,16,9,0.0,14.4,65.5
20/5/2023,Tucuman,15,10,0.0,23.0,49.5
21/5/2023,Buenos Aires,20,11,0.0,16.4,78.3
21/5/2023,Cordoba,18,13,0.0,33.9,87.7
21/5/2023,Rosario,18,11,19.3,19.7,59.8
21/5/2023,Mendoza,23,12,91.8,29.1,87.4
21/5/2023,Tucuman,19,12,0.0,32.7,50.0
22/5/2023,Buenos Aires,20,12,0.0,27.8,47.7
22/5/2023,Cordoba,14,13,12.0,39.0,50.8
22/5/2023,Rosario,16,11,0.0,35.2,73.3
22/5/2023,Mendoza,17,12,0.0,28.0,68.1
22/5/2023,Tucuman,23,12,0.0,30.0,78.5
23/5/2023,Buenos Aires,23,12,76.3,37.3,84.3
23/5/2023,Cordoba,13,10,0.0,24.9,43.8
23/5/2023,Rosario,19,13,66.4,14.2,49.5
23/5/2023,Mendoza,20,9,0.0,24.5,52.4
23/5/2023,Tucuman,14,11,0.0,35.4,35.4
24/5/2023,Buenos Aires,23,12,0.0,30.8,53.9
24/5/2023,Cordoba,15,11,0.0,25.9,37.9
24/5/2023,Rosario,16,9,0.0,12.2,33.7
24/5/2023,Mendoza,13,9,0.5,24.1,89.7
24/5/2023,Tucuman,18,9,0.0,19.1,37.8
25/5/2023,Buenos Aires,14,12,0.0,33.7,52.9
25/5/2023,Cordoba,20,9,0.0,13.6,60.1
25/5/2023,Rosario,14,13,0.0,22.5,83.2
25/5/2023,Mendoza,21,12,13.6,25.1,86.9
25/5/2023,Tucuman,19,9,0.0,27.3,52.0
26/5/2023,Buenos Aires,18,13,49.5,15.7,74.6
26/5/2023,Cordoba,17,12,0.0,18.0,41.1
26/5/2023,Rosario,19,13,89.2,18.9,69.0
26/5/2023,Mendoza,13,10,0.0,10.4,58.3
26/5/2023,Tucuman,23,13,0.0,38.1,82.8
27/5/2023,Buenos Aires,13,9,0.0,13.6,49.2
27/5/2023,Cordoba,21,9,0.0,34.0,73.9
27/5/2023,Rosario,18,10,0.0,25.0,56.9
27/5/2023,Mendoza,13,10,0.0,25.1,85.2
27/5/2023,Tucuman,15,13,0.0,10.5,36.2
28/5/2023,Buenos Aires,18,9,0.0,28.3,49.7
28/5/2023,Cordoba,21,13,0.0,14.8,38.6
28/5/2023,Rosario,15,12,0.0,14.2,74.8
28/5/2023,Mendoza,16,13,4.6,14.6,85.5
28/5/2023,Tucuman,17,10,0.0,16.4,85.0
29/5/2023,Buenos Aires,12,10,0.0,34.1,56.3
29/5/2023,Cordoba,14,9,0.0,34.1,37.2
29/5/2023,Rosario,17,10,82.5,33.4,63.9
29/5/2023,Mendoza,19,9,0.0,30.3,38.6
29/5/2023,Tucuman,18,13,0.0,16.5,58.4
30/5/2023,Buenos Aires,23,13,0.0,25.7,81.5
30/5/2023,Cordoba,21,13,0.0,34.2,43.3
30/5/2023,Rosario,18,10,0.0,28.8,67.1
30/5/2023,Mendoza,19,9,7.4,22.2,40.2
30/5/2023,Tucuman,16,13,0.0,16.8,54.8
31/5/2023,Buenos Aires,18,13,0.0,33.7,53.1
31/5/2023,Cordoba,21,12,0.0,35.4,75.7
31/5/2023,Rosario,24,9,0.0,14.8,81.2
31/5/2023,Mendoza,19,10,77.0,32.0,36.9
31/5/2023,Tucuman,15,11,0.0,19.1,51.3
1/6/2023,Buenos Aires,5,0,0.0,17.3,37.2
1/6/2023,Cordoba,5,1,39.1,27.2,61.2
1/6/2023,Rosario,8,-1,0.0,22.2,50.8
1/6/2023,Mendoza,7,4,0.0,17.5,44.4
1/6/2023,Tucuman,3,-3,0.0,22.3,77.6
2/6/2023,Buenos Aires,11,-1,0.0,36.8,32.4
2/6/2023,Cordoba,10,3,70.5,13.8,46.6
2/6/2023,Rosario,6,-2,0.0,11.6,55.6
2/6/2023,Mendoza,15,4,0.0,18.7,74.1
2/6/2023,Tucuman,13,5,0.0,36.9,56.4
3/6/2023,Buenos Aires,8,7,0.0,22.3,86.4
3/6/2023,Cordoba,15,-1,0.0,20.5,65.3
3/6/2023,Rosario,6,3,0.0,37.7,87.6
3/6/2023,Mendoza,3,0,0.0,11.0,46.4
3/6/2023,Tucuman,5,-2,0.0,35.4,82.7
4/6/2023,Buenos Aires,12,5,0.0,36.0,78.0
4/6/2023,Cordoba,8,6,0.0,37.4,85.0
4/6/2023,Rosario,5,4,0.0,26.1,82.8
4/6/2023,Mendoza,7,4,6.7,24.8,39.6
4/6/2023,Tucuman,7,-2,0.0,37.5,82.4
5/6/2023,Buenos Aires,13,8,0.0,10.1,72.1
5/6/2023,Cordoba,15,-3,0.0,14.1,38.7
5/6/2023,Rosario,15,-3,0.0,19.9,39.8
5/6/2023,Mendoza,10,-1,0.0,15.8,78.9
5/6/2023,Tucuman,6,3,0.0,30.2,38.3
6/6/2023,Buenos Aires,14,-1,0.0,12.4,38.8
6/6/2023,Cordoba,3,-3,0.0,12.4,42.1
6/6/2023,Rosario,11,6,0.0,18.4,82.4
6/6/2023,Mendoza,12,4,0.0,37.6,39.2
6/6/2023,Tucuman,2,-1,0.0,27.7,37.8
7/6/2023,Buenos Aires,10,0,0.0,31.1,81.5
7/6/2023,Cordoba,2,-1,0.0,39.1,74.2
7/6/2023,Rosario,2,-3,0.0,22.7,68.6
7/6/2023,Mendoza,14,3,0.0,21.9,56.9
7/6/2023,Tucuman,6,3,73.9,34.2,44.3
8/6/2023,Buenos Aires,6,2,0.0,19.1,61.2
8/6/2023,Cordoba,10,1,0.0,32.6,71.7
8/6/2023,Rosario,13,6,0.0,19.6,71.2
8/6/2023,Mendoza,11,5,0.0,28.2,55.5
8/6/2023,Tucuman,12,0,0.0,18.6,47.6
9/6/2023,Buenos Aires,12,0,0.0,32.1,71.4
9/6/2023,Cordoba,8,-1,0.0,11.1,41.9
9/6/2023,Rosario,4,1,0.0,11.7,89.1
9/6/2023,Mendoza,9,3,0.0,19.0,45.4
9/6/2023,Tucuman,10,-3,0.0,16.9,63.0
10/6/2023,Buenos Aires,13,-3,0.0,38.5,35.5
10/6/2023,Cordoba,12,1,0.0,19.1,82.4
10/6/2023,Rosario,9,1,0.0,12.1,45.4
10/6/2023,Mendoza,14,-1,0.0,10.4,82.7
10/6/2023,Tucuman,2,1,79.7,19.6,69.1
11/6/2023,Buenos Aires,15,-3,0.0,38.9,75.7
11/6/2023,Cordoba,7,4,0.0,21.1,85.1
11/6/2023,Rosario,14,7,0.0,24.8,65.5
11/6/2023,Mendoza,6,2,0.0,11.7,67.5
11/6/2023,Tucuman,9,4,0.0,16.3,61.8
12/6/2023,Buenos Aires,6,4,0.0,16.2,44.5
12/6/2023,Cordoba,9,5,0.0,26.9,58.3
12/6/2023,Rosario,8,5,0.0,37.4,78.7
12/6/2023,Mendoza,2,-1,21.1,29.7,55.3
12/6/2023,Tucuman,12,0,0.0,21.0,74.6
13/6/2023,Buenos Aires,8,2,0.0,21.0,68.2
13/6/2023,Cordoba,12,4,0.0,32.8,79.0
13/6/2023,Rosario,8,-3,0.0,25.2,42.7
13/6/2023,Mendoza,16,3,0.0,18.6,82.4
13/6/2023,Tucuman,12,3,16.2,12.6,61.8
14/6/2023,Buenos Aires,9,2,0.0,15.0,86.3
14/6/2023,Cordoba,13,5,0.0,21.5,39.7
14/6/2023,Rosario,12,3,0.0,16.6,59.8
14/6/2023,Mendoza,13,1,0.0,34.6,74.7
14/6/2023,Tucuman,12,2,0.0,39.8,69.4
15/6/2023,Buenos Aires,2,-3,0.0,20.4,40.1
15/6/2023,Cordoba,5,3,0.0,24.6,48.4
15/6/2023,Rosario,12,4,0.0,16.5,61.2
15/6/2023,Mendoza,6,3,0.0,38.5,84.6
15/6/2023,Tucuman,12,3,0.0,21.1,78.0
16/6/2023,Buenos Aires,16,7,27.7,22.6,71.9
16/6/2023,Cordoba,12,1,0.0,15.8,43.3
16/6/2023,Rosario,12,5,0.0,17.1,41.8
16/6/2023,Mendoza,6,2,0.0,12.1,51.2
16/6/2023,Tucuman,13,4,0.0,18.4,47.3
17/6/2023,Buenos Aires,5,0,0.0,19.6,65.5
17/6/2023,Cordoba,15,6,61.1,29.5,62.1
17/6/2023,Rosario,15,6,0.0,13.2,31.7
17/6/2023,Mendoza,9,2,0.0,30.9,66.8
17/6/2023,Tucuman,3,1,0.0,13.7,63.9
18/6/2023,Buenos Aires,8,2,0.0,13.4,84.7
18/6/2023,Cordoba,3,0,0.0,14.3,76.7
18/6/2023,Rosario,3,0,0.0,30.5,63.7
18/6/2023,Mendoza,4,-2,0.0,37.9,61.0
18/6/2023,Tucuman,9,6,0.0,19.2,60.9
19/6/2023,Buenos Aires,15,3,0.0,35.6,55.1
19/6/2023,Cordoba,9,0,0.0,15.1,90.0
19/6/2023,Rosario,5,3,95.4,15.7,77.5
19/6/2023,Mendoza,14,2,84.9,13.4,30.1
19/6/2023,Tucuman,10,6,0.0,24.8,51.4
20/6/2023,Buenos Aires,9,6,74.7,14.8,30.5
20/6/2023,Cordoba,15,3,68.0,26.4,45.9
20/6/2023,Rosario,3,0,0.0,23.6,46.6
20/6/2023,Mendoza,13,-2,0.0,16.8,72.2
20/6/2023,Tucuman,9,7,0.0,32.5,85.8
21/6/2023,Buenos Aires,15,2,0.0,28.7,46.7
21/6/2023,Cordoba,2,1,107.3,13.8,81.6
21/6/2023,Rosario,16,5,0.0,12.1,58.2
21/6/2023,Mendoza,7,0,0.0,28.7,50.1
21/6/2023,Tucuman,7,0,0.0,18.4,45.1
22/6/2023,Buenos Aires,4,3,0.0,20.6,36.2
22/6/2023,Cordoba,11,3,0.0,33.4,46.3
22/6/2023,Rosario,12,7,0.0,24.4,40.4
22/6/2023,Mendoza,16,6,0.0,30.4,80.7
22/6/2023,Tucuman,3,0,0.0,38.7,30.2
23/6/2023,Buenos Aires,2,-1,0.0,24.8,45.6
23/6/2023,Cordoba,11,0,0.0,28.9,43.9
23/6/2023,Rosario,13,-3,0.0,15.8,86.0
23/6/2023,Mendoza,2,-1,0.0,34.6,62.2
23/6/2023,Tucuman,6,-1,0.0,15.1,85.1
24/6/2023,Buenos Aires,9,5,0.0,26.0,83.1
24/6/2023,Cordoba,16,7,54.4,28.3,74.8
24/6/2023,Rosario,6,3,0.0,27.4,32.7
24/6/2023,Mendoza,6,1,0.0,27.3,83.6
24/6/2023,Tucuman,7,2,0.0,31.9,80.4
25/6/2023,Buenos Aires,4,1,0.0,30.0,80.1
25/6/2023,Cordoba,4,-2,0.0,34.1,87.9
25/6/2023,Rosario,16,3,0.0,39.2,47.1
25/6/2023,Mendoza,5,2,0.0,38.8,61.4
25/6/2023,Tucuman,10,0,19.8,39.3,82.0
26/6/2023,Buenos Aires,5,-1,102.2,18.0,40.2
26/6/2023,Cordoba,12,4,0.0,20.0,69.6
26/6/2023,Rosario,11,5,0.0,28.5,84.4
26/6/2023,Mendoza,13,7,0.0,16.4,71.1
26/6/2023,Tucuman,14,6,0.0,15.1,48.9
27/6/2023,Buenos Aires,7,-1,0.0,33.3,49.1
27/6/2023,Cordoba,5,-2,89.7,27.9,39.8
27/6/2023,Rosario,3,1,0.0,31.6,86.1
27/6/2023,Mendoza,5,2,0.0,22.3,57.9
27/6/2023,Tucuman,4,1,0.0,34.3,31.5
28/6/2023,Buenos Aires,5,2,0.0,22.6,77.2
28/6/2023,Cordoba,9,2,0.0,37.8,58.2
28/6/2023,Rosario,14,-3,0.0,20.4,66.9
28/6/2023,Mendoza,8,0,0.0,13.4,55.0
28/6/2023,Tucuman,13,8,0.0,25.4,49.8
29/6/2023,Buenos Aires,11,3,112.7,28.1,56.8
29/6/2023,Cordoba,4,-3,0.0,25.6,48.4
29/6/2023,Rosario,5,-2,0.0,32.1,42.5
29/6/2023,Mendoza,14,2,0.0,36.1,33.7
29/6/2023,Tucuman,6,2,0.0,10.5,53.2
30/6/2023,Buenos Aires,2,-2,0.0,20.4,35.5
30/6/2023,Cordoba,6,3,0.0,29.0,69.9
30/6/2023,Rosario,4,-2,31.0,15.2,45.7
30/6/2023,Mendoza,10,8,0.0,21.3,30.8
30/6/2023,Tucuman,14,8,0.0,17.9,55.4
1/7/2023,Buenos Aires,12,3,0.0,31.2,30.3
1/7/2023,Cordoba,5,2,0.0,32.1,70.3
1/7/2023,Rosario,5,2,0.0,37.7,73.7
1/7/2023,Mendoza,12,5,108.2,24.3,79.5
1/7/2023,Tucuman,10,5,0.0,21.9,81.6
2/7/2023,Buenos Aires,6,2,0.0,19.5,84.4
2/7/2023,Cordoba,16,-2,0.0,24.1,39.4
2/7/2023,Rosario,6,-3,0.0,31.2,30.2
2/7/2023,Mendoza,3,0,85.8,27.6,63.4
2/7/2023,Tucuman,7,6,0.0,21.3,33.0
3/7/2023,Buenos Aires,15,7,0.0,36.9,82.7
3/7/2023,Cordoba,5,-3,0.0,19.3,71.2
3/7/2023,Rosario,3,-2,0.0,18.3,75.4
3/7/2023,Mendoza,2,-2,0.0,17.9,34.7
3/7/2023,Tucuman,5,2,0.0,27.9,69.3
4/7/2023,Buenos Aires,7,-1,5.7,39.1,83.2
4/7/2023,Cordoba,6,3,0.0,28.4,62.1
4/7/2023,Rosario,16,5,0.0,35.9,75.2
4/7/2023,Mendoza,5,3,69.9,29.6,48.6
4/7/2023,Tucuman,10,7,88.3,18.6,84.1
5/7/2023,Buenos Aires,3,0,97.0,18.7,53.5
5/7/2023,Cordoba,10,1,0.0,31.5,33.7
5/7/2023,Rosario,5,3,0.0,13.9,89.2
5/7/2023,Mendoza,16,6,0.0,38.9,71.4
5/7/2023,Tucuman,4,1,31.1,33.1,70.7
6/7/2023,Buenos Aires,5,4,0.0,36.1,30.3
6/7/2023,Cordoba,14,7,0.0,29.7,36.7
6/7/2023,Rosario,5,3,0.0,26.3,86.8
6/7/2023,Mendoza,15,7,0.0,27.3,78.0
6/7/2023,Tucuman,16,-3,0.0,28.0,77.6
7/7/2023,Buenos Aires,13,-2,20.6,36.0,48.0
7/7/2023,Cordoba,15,0,0.0,29.5,30.6
7/7/2023,Rosario,2,-1,0.0,23.4,76.8
7/7/2023,Mendoza,16,5,0.0,23.4,73.1
7/7/2023,Tucuman,8,5,0.0,18.6,43.0
8/7/2023,Buenos Aires,7,1,103.2,26.0,59.1
8/7/2023,Cordoba,11,0,0.0,12.8,33.3
8/7/2023,Rosario,14,8,29.7,35.1,74.7
8/7/2023,Mendoza,11,1,113.4,17.8,81.9
8/7/2023,Tucuman,3,1,89.2,39.6,58.9
9/7/2023,Buenos Aires,16,0,0.0,24.9,39.8
9/7/2023,Cordoba,16,7,0.0,24.2,53.1
9/7/2023,Rosario,14,0,0.0,24.3,51.8
9/7/2023,Mendoza,15,2,0.0,32.3,33.7
9/7/2023,Tucuman,2,-1,0.0,22.0,33.0
